,Dataset,num of round,num of clients,global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0,Drebin,100,10,0.921017287234043,0.18080846205353737,0.8263877990348973,0.9706682585127904,0.8143913435527504,0.9805227159090424,0.18560865644724966
