,Dataset,num of round,num of clients,global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0,Drebin,100,10,0.9161635638297873,0.19173988953232765,0.8125160834497364,0.9766591561616788,0.7951938683498647,0.9766182808948374,0.2048061316501351
