,Dataset,num of round,num of clients,global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0,Drebin,100,10,0.9691555851063832,0.09868469372391701,0.9435537795505371,0.9769371440799606,0.9392064923354367,0.9914727484590393,0.06079350766456274
