,Dataset,num of round,num of clients,global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0,Drebin,100,10,0.09508827029371592,0.15662003036096284,0.26362789623602906,0.0069983107630569455,0.26346110602752326,0.048713300789835275,0.2634611060275233
