,Dataset,num of round,num of clients,global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0,Drebin,100,10,0.9693882978723402,0.0984347814321518,0.9434256332197829,0.9778139008880415,0.9389540126239849,0.9926415236342417,0.061045987376014355
