global_acc,global_loss,global_f1,global_precision,global_recall,global_auc,global_fpr
0.6578947368421053,0.6794445514678955,0.0,0.0,0.0,0.4999845868109341,1.0
0.6592105263157895,0.6752427220344543,0.0,1.0,0.0,0.5530945830347028,1.0
0.6592105263157895,0.6711652874946594,0.0,1.0,0.0,0.6058770489908214,1.0
0.6592105263157895,0.6673017740249634,0.0,1.0,0.0,0.6529951679652278,1.0
0.6592105263157895,0.6635959148406982,0.0,1.0,0.0,0.6997896099692507,1.0
0.6592105263157895,0.6599540114402771,0.0,1.0,0.0,0.7370201681578927,1.0
0.6592105263157895,0.65647292137146,0.0,1.0,0.0,0.7721622392281076,1.0
0.6592105263157895,0.6530284285545349,0.0,1.0,0.0,0.804830493453248,1.0
0.6592105263157895,0.6497638821601868,0.0,1.0,0.0,0.8304086807080818,1.0
0.6592105263157895,0.6464484930038452,0.0,1.0,0.0,0.8540448061406145,1.0
0.6592105263157895,0.6432677507400513,0.0,1.0,0.0,0.8734114782018974,1.0
0.6592105263157895,0.6400640606880188,0.0,1.0,0.0,0.8901039619602494,1.0
0.6592105263157895,0.6367926597595215,0.0,1.0,0.0,0.90302021439746,1.0
0.6592105263157895,0.6334633827209473,0.0,1.0,0.0,0.9144336809007468,1.0
0.6592105263157895,0.6300677061080933,0.0,1.0,0.0,0.9239744449325287,1.0
0.6592105263157895,0.626708447933197,0.0,1.0,0.0,0.9321896747046448,1.0
0.6592105263157895,0.6231721043586731,0.0,1.0,0.0,0.9390485438389631,1.0
0.6592105263157895,0.619560182094574,0.0,1.0,0.0,0.9446897710370765,1.0
0.6592105263157895,0.6158109307289124,0.0,1.0,0.0,0.9497452970506862,1.0
0.6592105263157895,0.6118738055229187,0.0,1.0,0.0,0.9539993372328702,1.0
0.6592105263157895,0.6076978445053101,0.0,1.0,0.0,0.9577832751485446,1.0
0.6592105263157895,0.6034132242202759,0.0,1.0,0.0,0.9612358294993025,1.0
0.6592105263157895,0.598948061466217,0.0,1.0,0.0,0.9639254309912992,1.0
0.6592105263157895,0.5942205190658569,0.0,1.0,0.0,0.9662913555129122,1.0
0.6592105263157895,0.5892611145973206,0.0,1.0,0.0,0.9686958130071902,1.0
0.6592105263157895,0.583992600440979,0.0,1.0,0.0,0.9706147550458928,1.0
0.6592105263157895,0.5784519910812378,0.0,1.0,0.0,0.972156073952481,1.0
0.6592105263157895,0.5725926160812378,0.0,1.0,0.0,0.9738669379387942,1.0
0.6592105263157895,0.5663886666297913,0.0,1.0,0.0,0.9755084425743109,1.0
0.6592105263157895,0.5598553419113159,0.0,1.0,0.0,0.9768802164011745,1.0
0.6592105263157895,0.5529645085334778,0.0,1.0,0.0,0.9781286847155112,1.0
0.6592105263157895,0.5457298755645752,0.0,1.0,0.0,0.9794310991915781,1.0
0.6592105263157895,0.5381460189819336,0.0,1.0,0.0,0.98051002242619,1.0
0.6592105263157895,0.5302361845970154,0.0,1.0,0.0,0.9820128083601137,1.0
0.6592105263157895,0.5219648480415344,0.0,1.0,0.0,0.9832998096471148,1.0
0.6592105263157895,0.5133787989616394,0.0,1.0,0.0,0.9842862537473317,1.0
0.6592105263157895,0.5045446157455444,0.0,1.0,0.0,0.9854114165491411,1.0
0.6592105263157895,0.49551117420196533,0.0,1.0,0.0,0.9862051957860342,1.0
0.6592105263157895,0.48641473054885864,0.0,1.0,0.0,0.9873380651823765,1.0
0.6592105263157895,0.4772200882434845,0.0,1.0,0.0,0.9884015752279225,1.0
0.6592105263157895,0.4679814279079437,0.0,1.0,0.0,0.9891568214921508,1.0
0.6592105263157895,0.45868170261383057,0.0,1.0,0.0,0.9899506007290437,1.0
0.6592105263157895,0.4492223560810089,0.0,1.0,0.0,0.9905208887244816,1.0
0.6592105263157895,0.43971046805381775,0.0,1.0,0.0,0.9911374162871169,1.0
0.6592105263157895,0.43016666173934937,0.0,1.0,0.0,0.9917924768224169,1.0
0.6592105263157895,0.4207284152507782,0.0,1.0,0.0,0.9923935911959865,1.0
0.6592105263157895,0.41133302450180054,0.0,1.0,0.0,0.9931334242711488,1.0
0.6592105263157895,0.4020146131515503,0.0,1.0,0.0,0.9935187539977959,1.0
0.6592105263157895,0.3927389979362488,0.0,1.0,0.0,0.9940659222096347,1.0
